command,algo,testname,num_features,num_inputs,mlspl_query,result_count,result_message,disk_write(kb),cpu_percent(%),command_time(sec),cpu_time(sec),memory(mb),run_time(sec)
fit,LinearRegression,aws.m3.large_fit_LinearRegression_i500_f10,10,500,| inputlookup cover_500.csv | fit LinearRegression "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_LinearRegression_t500_f10,500,Good Job,8.0,93.9,0.394,0.59,65.0,1.174
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i200000_f20,20,200000,| inputlookup cover_200000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_DecisionTreeClassifier_t200000_f20,100000,Good Job,624.0,103.4,19.811,7.33,515.0,28.366
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i500000_f20,20,500000,| inputlookup cover_500000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_DecisionTreeClassifier_t500000_f20,100000,Good Job,628.0,103.0,31.142,10.06,532.0,46.71
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_DecisionTreeClassifier_t1000000_f20,100000,Good Job,660.0,103.2,46.593,13.92,547.0,73.732
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i500_f50,50,500,| inputlookup cover_500.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t500_f50,500,Good Job,56.0,98.6,0.316,0.62,66.0,1.112
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i1000_f50,50,1000,| inputlookup cover_1000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t1000_f50,1000,Good Job,88.0,98.4,0.385,0.63,68.0,1.181
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i2000_f50,50,2000,| inputlookup cover_2000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t2000_f50,2000,Good Job,144.0,98.8,0.521,0.72,74.0,1.374
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i5000_f50,50,5000,| inputlookup cover_5000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t5000_f50,5000,Good Job,324.0,99.0,0.907,0.92,94.0,1.824
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i10000_f50,50,10000,| inputlookup cover_10000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t10000_f50,10000,Good Job,560.0,99.2,1.566,1.23,122.0,2.5
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i20000_f50,50,20000,| inputlookup cover_20000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t20000_f50,20000,Good Job,612.0,100.1,2.827,1.86,176.0,3.991
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i50000_f50,50,50000,| inputlookup cover_50000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t50000_f50,50000,Good Job,612.0,103.3,6.45,3.96,328.0,8.175
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i100000_f50,50,100000,| inputlookup cover_100000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t100000_f50,100000,Good Job,620.0,103.1,17.096,7.05,573.0,23.396
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i200000_f50,50,200000,| inputlookup cover_200000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t200000_f50,100000,Good Job,632.0,103.1,21.483,8.32,555.0,30.131
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i500000_f50,50,500000,| inputlookup cover_500000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t500000_f50,100000,Good Job,632.0,104.2,32.025,10.92,592.0,47.559
fit,DecisionTreeClassifier,aws.m3.large_fit_DecisionTreeClassifier_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | fit DecisionTreeClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_DecisionTreeClassifier_t1000000_f50,100000,Good Job,640.0,103.2,49.116,15.65,563.0,75.996
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i500_f10,10,500,| inputlookup cover_500.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t500_f10,500,Good Job,16.0,99.2,0.331,0.59,66.0,1.133
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i1000_f10,10,1000,| inputlookup cover_1000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t1000_f10,1000,Good Job,16.0,98.9,0.355,0.63,68.0,1.151
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i2000_f10,10,2000,| inputlookup cover_2000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t2000_f10,2000,Good Job,24.0,97.9,0.471,0.7,75.0,1.287
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i5000_f10,10,5000,| inputlookup cover_5000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t5000_f10,5000,Good Job,24.0,101.9,0.78,0.78,88.0,1.658
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i10000_f10,10,10000,| inputlookup cover_10000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t10000_f10,10000,Good Job,16.0,100.6,1.286,1.07,110.0,2.276
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i20000_f10,10,20000,| inputlookup cover_20000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t20000_f10,20000,Good Job,16.0,99.5,2.321,1.5,152.0,3.456
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i50000_f10,10,50000,| inputlookup cover_50000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t50000_f10,50000,Good Job,32.0,101.9,5.366,2.87,283.0,6.979
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i100000_f10,10,100000,| inputlookup cover_100000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t100000_f10,100000,Good Job,32.0,103.3,15.034,5.59,458.0,21.345
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i200000_f10,10,200000,| inputlookup cover_200000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t200000_f10,100000,Good Job,48.0,103.2,18.642,6.25,475.0,27.13
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i500000_f10,10,500000,| inputlookup cover_500000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t500000_f10,100000,Good Job,40.0,104.0,29.375,8.86,512.0,44.799
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SGDClassifier_t1000000_f10,100000,Good Job,72.0,105.1,45.73,12.8,536.0,72.629
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i500_f20,20,500,| inputlookup cover_500.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t500_f20,500,Good Job,16.0,98.2,0.307,0.56,66.0,1.069
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i1000_f20,20,1000,| inputlookup cover_1000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t1000_f20,1000,Good Job,12.0,90.6,0.373,0.63,69.0,1.238
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i2000_f20,20,2000,| inputlookup cover_2000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t2000_f20,2000,Good Job,24.0,98.4,0.488,0.68,72.0,1.277
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i5000_f20,20,5000,| inputlookup cover_5000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t5000_f20,5000,Good Job,20.0,95.9,0.785,0.83,90.0,1.663
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i10000_f20,20,10000,| inputlookup cover_10000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t10000_f20,10000,Good Job,24.0,102.2,1.298,1.12,112.0,2.251
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i20000_f20,20,20000,| inputlookup cover_20000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t20000_f20,20000,Good Job,16.0,102.7,2.382,1.56,156.0,3.521
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i50000_f20,20,50000,| inputlookup cover_50000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t50000_f20,50000,Good Job,28.0,101.8,5.51,2.99,288.0,7.173
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i100000_f20,20,100000,| inputlookup cover_100000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t100000_f20,100000,Good Job,44.0,104.2,15.337,5.68,488.0,21.673
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i200000_f20,20,200000,| inputlookup cover_200000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t200000_f20,100000,Good Job,28.0,103.2,19.187,6.55,476.0,27.777
fit,SGDClassifier,aws.m3.large_fit_SGDClassifier_i500000_f20,20,500000,| inputlookup cover_500000.csv | fit SGDClassifier "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SGDClassifier_t500000_f20,100000,Good Job,60.0,105.7,29.643,9.12,538.0,45.193
